ATTRIBUTE_colony	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:2	GNPSGROUP:3	GNPSGROUP:4	GNPSGROUP:5	GNPSGROUP:6	GNPSGROUP:7	GNPSGROUP:Myrmecocystus mexicanus	GNPSGROUP:nd	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	291708.04909626587	1160456.998572804	1375871.2021193667	1159954.1555925799	20397470.35785589	1514229.683848034	6576243.634619961	4525488.415587837	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"42.0","main.cluster index_upperinput":"42.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.4208	5.4208	0	N/A	N/A	338711114.51722085	54	42	30	54	197.1537	1	197.1537	338711114.51722085
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	148987.09266676076	53224771.46407646	220931.78017051177	81582.49172057869	59447341.42970041	30601764.954643603	29785861.10567943	23595575.85805116	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"43.0","main.cluster index_upperinput":"43.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.5435	0.5435	0	N/A	N/A	1558914217.7256627	51	43	8	51	380.0948	1	380.0948	1558914217.7256627
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	37438297.126354605	50812100.973164074	9327489.000768326	85068687.61122555	43865357.74977522	41115004.24581418	45910985.56171604	59508505.49666103	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"45.0","main.cluster index_upperinput":"45.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.5476	0.5476	0	N/A	N/A	2587973379.8122263	43	45	10	43	563.1743	2	282.0872	2587973379.8122263
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	4096801.7514216537	123711377.66592644	3542079.8962220848	144973.68867977452	108820897.5580258	59812874.540450595	59533952.84618148	53505279.74919515	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"46.0","main.cluster index_upperinput":"46.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=201&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.7723	0.7723	0	N/A	N/A	3166604068.917908	50	46	201	50	262.1283	1	262.1283	3166604068.917908
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	5979749.730408613	180578596.68103346	3643873.2193961632	102914.79993113207	170722695.95232195	110486906.20925103	94610153.291926	71284454.56882644	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"47.0","main.cluster index_upperinput":"47.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=201&task=d4aca8b0f5d342488086b66b755dfd21&show=true	1S/C12H23NO7/c1-3-6(2)8(11(17)18)13-5-12(19)10(16)9(15)7(4-14)20-12/h6-10,13-16,19H,3-5H2,1-2H3,(H,17,18)	Massbank:PR310825 N-Fructosyl isoleucine	0.763792	1.2412	1.2412	0	O=C(O)C(NCC1(O)(OC(CO)C(O)C1(O)))C(C)CC	CCMSLIB00005743748	4922342687.979207	45	47	201	45	276.1439	1	276.1439	4922342687.979207
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	5215623.626079712	18288938.397896785	8792215.306503464	945614.2719303835	38339043.62886054	16132121.843551029	18156617.659718156	13402323.750484115	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"48.0","main.cluster index_upperinput":"48.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=249&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.0472	5.0472	0	N/A	N/A	942423002.3509082	54	48	249	54	243.1954	1	243.1954	942423002.3509082
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	353010710.96712905	110968497.87575018	62200630.637261145	438267152.26959676	117536755.27010012	126763207.2119447	191991199.03368613	192998573.79029265	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"49.0","main.cluster index_upperinput":"49.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.6441	0.6441	0	N/A	N/A	10375583745.871899	53	49	19	53	289.0912	1	289.0912	10375583745.871899
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	31801079.014868267	80301243.3819187	40052293.28102662	360348.7403655898	111250971.3691102	120497468.07516533	74046471.35746379	92276520.28462651	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"50.0","main.cluster index_upperinput":"50.0"}	This Node is a Singleton	N/A	N/A	N/A	0.6105	0.6105	0	N/A	N/A	4144349844.7203474	52	50	-1	52	266.1231	1	266.1231	4144349844.7203474
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	14318843.268206153	80879108.12240876	6850546.518451311	13916160.127723096	67339845.47561733	54548538.06072407	44982791.207816295	78182443.57916866	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"51.0","main.cluster index_upperinput":"51.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=d4aca8b0f5d342488086b66b755dfd21&show=true	"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/t2-,3-,4-,5-,6?/m1/s1"	GLUCOSAMINE	0.956016	0.5566	0.5566	0	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	CCMSLIB00005464276	2694667944.1928988	54	51	6	54	162.0759	1	162.0759	2694667944.1928988
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	12207877.670598216	96893625.12337731	9595102.793086328	295258.0106527856	105817078.96716668	63027682.34421238	57554837.05380288	55986177.1572441	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"52.0","main.cluster index_upperinput":"52.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=458&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.8395	0.8395	0	N/A	N/A	3095411921.732886	49	52	458	49	256.0813	1	256.0813	3095411921.732886
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	31635250.516147073	43457375.552276574	26438099.35050549	29896950.675960504	42612252.85995708	35190026.964512214	36145531.2555401	50072333.69034186	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"53.0","main.cluster index_upperinput":"53.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.5507	0.5507	0	N/A	N/A	2063273107.2775798	53	53	10	53	399.0879	2	200.0439	2063273107.2775798
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	2479378.4423041856	93735185.06693561	1595294.5211523632	154220.89165709916	98409521.97307056	41459332.53974637	48669590.835009456	82155164.14796102	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"54.0","main.cluster index_upperinput":"54.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=201&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.6217	0.6217	0	N/A	N/A	2896042491.5941224	42	54	201	42	278.0872	1	278.0872	2896042491.5941224
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1401326.6995947424	20465602.61265372	1749782.853878287	206543.9931226801	26285430.701790262	7821526.3579669045	12032622.487819925	4390336.453318387	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"55.0","main.cluster index_upperinput":"55.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.9352	3.9352	0	N/A	N/A	588623326.0662634	54	55	8	54	299.1831	1	299.1831	588623326.0662634
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	16761566.408106	54111030.84431026	21110267.77663215	6626644.219306149	37591148.58565016	32813962.71454434	29590957.1299381	25139897.813504323	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"56.0","main.cluster index_upperinput":"56.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.5161	0.5161	0	N/A	N/A	1562303210.4851868	54	56	17	54	151.0351	1	151.0351	1562303210.4851868
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	399174.66479640745	1802351.1568596582	2711547.9263071097	2026829.6535134444	18551681.084600028	2596631.054617633	6641222.515813589	5656139.700687601	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"57.0","main.cluster index_upperinput":"57.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.5367	5.5367	0	N/A	N/A	350745353.3329259	54	57	30	54	215.1643	1	215.1643	350745353.3329259
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	6614165.349935728	19681556.515059005	12733495.038561914	2082521.583202391	37664707.258858055	15391581.269671421	18786627.89689983	14138075.784811458	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"58.0","main.cluster index_upperinput":"58.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14	0.786903	5.2431	5.2431	0	N/A	CCMSLIB00003135997	977289489.5358838	54	58	32	54	163.1479	1	163.1479	977289489.5358838
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	7838820.357059756	135189349.14569104	3520064.0308895027	113375.37122344722	107514769.67454569	73269169.2598566	63775597.692985214	56296642.675718516	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"60.0","main.cluster index_upperinput":"60.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=201&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.9555	0.9555	0	N/A	N/A	3384050635.2830677	43	60	201	43	344.1339	1	344.1339	3384050635.2830677
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	9191284.638200322	16821076.000237826	6207596.951298922	1386360.318487951	42415660.27754252	12624032.707430538	18735577.147640582	10455020.606971817	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"61.0","main.cluster index_upperinput":"61.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=d4aca8b0f5d342488086b66b755dfd21&show=true	1S/C15H28O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h6-7H,3-5,8-14H2,1-2H3/b7-6-	methyl (Z)-tetradec-9-enoate	0.789856	7.6202	7.6202	0	CCCCC=CCCCCCCCC(=O)OC	CCMSLIB00005879245	945476713.6472412	54	61	39	54	241.2161	1	241.2161	945476713.6472412
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	6057101.300709372	23918809.763885397	7464940.1850036	1157601.8181217276	42363945.62192965	25067836.13536208	21774460.83353876	10644192.082602287	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"62.0","main.cluster index_upperinput":"62.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=91&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	6.4889	6.4889	0	N/A	N/A	1086778735.0036016	54	62	91	54	213.1848	1	213.1848	1086778735.0036016
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	7374562.589719996	53553148.97993856	3311720.153045109	762236.6504479527	118695898.78020321	63663202.56774738	54423392.04323219	32483447.278525263	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"63.0","main.cluster index_upperinput":"63.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	10.2473	10.2473	0	N/A	N/A	2763343612.216882	54	63	83	54	479.3707	1	479.3707	2763343612.216882
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	10973637.347265456	19472479.722498726	14465562.924767798	3998534.711563614	17508849.87586672	23499783.924953695	15697986.168135218	19716178.785268478	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"64.0","main.cluster index_upperinput":"64.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=112&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.5438	0.5438	0	N/A	N/A	879836794.0163679	53	64	112	53	265.0230	1	265.0230	879836794.0163679
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	148177845.99353817	79905073.437919	60042868.58707724	187153375.8036554	97612433.7702348	93362493.80341138	110608903.76942329	114697319.35804544	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"65.0","main.cluster index_upperinput":"65.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.6396	0.6396	0	N/A	N/A	6005588128.257834	54	65	6	54	204.0865	1	204.0865	6005588128.257834
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1187921.9869598025	32743184.80638364	989355.4117842015	197192.28486125273	32204959.970902555	17176824.45401167	17025427.46784454	18265676.20584738	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"66.0","main.cluster index_upperinput":"66.0"}	This Node is a Singleton	N/A	N/A	N/A	0.5331	0.5331	0	N/A	N/A	929295073.1676276	51	66	-1	51	218.0425	1	218.0425	929295073.1676276
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	5634458.963914327	47923456.61475113	2700599.9567844	606010.9755211578	132971964.15441279	58562813.16816701	56408552.665335484	29136466.628946196	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"67.0","main.cluster index_upperinput":"67.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	10.2472	10.2472	0	N/A	N/A	2827885155.6370025	54	67	39	54	457.3888	1	457.3888	2827885155.6370025
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	36258490.69887579	36276275.22219033	35144138.047895856	35944253.06303982	36681469.90364405	35925223.36358086	36146199.48319033	36890105.31119861	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"68.0","main.cluster index_upperinput":"68.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=79&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	4.9743	4.9743	0	N/A	N/A	1957846018.716344	54	68	79	54	246.2427	1	246.2427	1957846018.716344
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	16427062.731408034	27862837.882975813	12678448.569942527	3614207.3800544464	33534159.43598007	35621669.25288668	24151525.95956778	19488062.9604597	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"69.0","main.cluster index_upperinput":"69.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.5752	0.5752	0	N/A	N/A	1266874697.823795	50	69	10	50	201.0157	1	201.0157	1266874697.823795
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	121091097.32086767	135479626.97512814	50075872.3107517	142876484.5148709	112770214.08291018	79416152.28368312	108058635.92532197	132964889.62598154	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"70.0","main.cluster index_upperinput":"70.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.6333	0.6333	0	N/A	N/A	6034416369.57266	54	70	6	54	144.0654	1	144.0654	6034416369.57266
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	2146477.7128452556	66979967.944429375	2434911.890532293	13063.907281356669	66117723.89217468	17539691.022674527	31400267.62064392	36176510.51397063	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"71.0","main.cluster index_upperinput":"71.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=201&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.6595	0.6595	0	N/A	N/A	1733824394.6613853	44	71	201	44	260.1128	1	260.1128	1733824394.6613853
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	8389379.210881963	61098858.24419372	6349356.512448561	154242.26631874038	68895733.60635088	42421959.00752977	37547784.154505596	36655297.971214585	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"72.0","main.cluster index_upperinput":"72.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=466&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.8497	0.8497	0	N/A	N/A	2020440454.876974	43	72	466	43	238.0709	1	238.0709	2020440454.876974
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1013340.4076465996	52115093.42107377	740215.3196858305	123310.34733865906	34438299.90484777	17072550.71564909	20101863.200130105	20086088.748498518	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"73.0","main.cluster index_upperinput":"73.0"}	This Node is a Singleton	N/A	N/A	N/A	0.5769	0.5769	0	N/A	N/A	1085374417.1939728	41	73	-1	41	333.0695	1	333.0695	1085374417.1939728
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	583159738.5591277	57314214.27083718	164852122.46429646	401448540.18536663	67223600.8772545	62508598.54719761	193776702.36799836	179239182.38948226	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"74.0","main.cluster index_upperinput":"74.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	Maltotriose - 40.0 eV	0.899601	0.6659	0.6659	0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O	CCMSLIB00006124361	10347641768.043777	53	74	6	53	522.2027	1	522.2027	10347641768.043777
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	4776555.190505834	17365791.860037267	6186591.119706117	918775.3846686785	27239576.757359777	11870640.792022716	13721059.360181553	9178821.55581257	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"75.0","main.cluster index_upperinput":"75.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=160&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.8170	3.8170	0	N/A	N/A	704599303.0148519	54	75	160	54	277.2010	1	277.2010	704599303.0148519
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	7470074.902630084	13980286.858911373	7144600.764461109	1947667.0873384592	35275417.48114783	9785667.663692389	15754571.309371235	9228206.895542765	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"76.0","main.cluster index_upperinput":"76.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	Spectral Match to Myristoleic acid from NIST14	0.9091549999999999	6.3565	6.3565	0	N/A	CCMSLIB00003138383	798535935.3954186	54	76	39	54	227.2004	1	227.2004	798535935.3954186
